City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
475,Floro,NO,61.5996,5.0328,41.0,52,9,8.05,clear sky
476,Jagtial,IN,18.8,78.9333,87.12,38,82,5.48,broken clouds
477,Maun,BW,-19.9833,23.4167,71.73,33,0,7.18,clear sky
478,Buraydah,SA,26.326,43.975,75.2,29,0,14.97,clear sky
479,Bombay,IN,19.0144,72.8479,84.2,84,10,4.9,mist
480,Dayong,CN,25.0209,118.2898,66.2,88,0,2.24,clear sky
481,Tchollire,CM,8.4022,14.1698,95.7,15,90,2.24,overcast clouds
482,Lasa,IT,46.6166,10.7002,53.6,93,75,6.91,broken clouds
483,Arman,RU,59.7,150.1667,8.04,90,100,12.88,light snow
484,Antofagasta,CL,-23.65,-70.4,71.01,63,20,11.5,few clouds
485,Christchurch,NZ,-43.5333,172.6333,55.0,93,0,6.91,clear sky
486,Vostok,RU,46.4856,135.8833,40.44,75,98,6.8,overcast clouds
487,Lalmohan,BD,22.3384,90.7419,80.89,75,25,13.91,scattered clouds
488,Shahpura,IN,27.3833,75.9667,84.2,24,0,3.44,haze
489,Talnakh,RU,69.4865,88.3972,27.21,93,96,11.12,overcast clouds
490,Caldwell,US,43.6629,-116.6874,45.0,26,1,14.97,clear sky
491,Ugoofaaru,MV,5.6667,73.0,83.5,67,20,1.32,few clouds
492,Tura,IN,25.5198,90.2201,78.12,41,34,6.42,scattered clouds
493,Semey,KZ,50.4111,80.2275,36.12,70,0,8.81,clear sky
494,Luanda,AO,-8.8368,13.2343,82.4,74,40,5.75,scattered clouds
495,Qui Nhon,VN,13.7667,109.2333,75.11,88,24,6.15,few clouds
496,Hannibal,US,39.7084,-91.3585,59.0,47,1,17.27,clear sky
497,Albion,US,42.2431,-84.753,55.4,67,75,9.22,broken clouds
498,Kaeo,NZ,-35.1,173.7833,63.0,97,60,3.0,broken clouds
499,Andrews,US,32.3187,-102.5457,84.2,5,1,18.41,clear sky
500,Abu Dhabi,AE,24.4667,54.3667,89.6,31,0,6.91,clear sky
501,Shingu,JP,33.7333,135.9833,53.31,82,55,6.22,broken clouds
502,Sangar,RU,63.9242,127.4739,-10.98,90,65,3.4,broken clouds
503,Novosil,RU,52.9739,37.0405,46.18,60,43,7.7,scattered clouds
504,Hirtshals,DK,57.5881,9.9592,36.0,100,90,9.22,overcast clouds
505,Umm Kaddadah,SD,13.6017,26.6876,80.1,11,67,12.41,broken clouds
506,Mayumba,GA,-3.432,10.6554,81.73,83,66,8.21,broken clouds
507,Broome,US,42.2506,-75.833,61.0,94,90,11.5,overcast clouds
508,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.8,45,20,4.61,few clouds
509,Tchibanga,GA,-2.85,11.0333,74.37,86,100,2.28,overcast clouds
510,Wanning,CN,18.8003,110.3967,75.02,84,28,4.43,scattered clouds
511,Sorland,NO,67.667,12.6934,35.6,80,75,21.85,broken clouds
512,Miranda,CO,3.2499,-76.2281,84.2,58,40,5.75,scattered clouds
513,Miyazu,JP,35.5333,135.1833,44.76,84,29,6.6,scattered clouds
514,Bekwai,GH,6.4534,-1.5774,87.15,52,40,3.53,scattered clouds
515,Suamico,US,44.6319,-88.0393,52.0,87,90,6.91,overcast clouds
516,Boyabat,TR,41.4689,34.7667,42.03,94,100,3.91,overcast clouds
517,Sernur,RU,56.9333,49.1536,31.14,98,100,2.64,overcast clouds
518,Grindavik,IS,63.8424,-22.4338,39.2,87,75,21.85,broken clouds
519,Salt,JO,32.0392,35.7272,50.0,62,75,13.8,broken clouds
520,Ust-Kut,RU,56.7938,105.7672,16.14,94,98,3.36,overcast clouds
521,Opuwo,NA,-18.0607,13.84,73.76,32,6,8.57,clear sky
522,San Policarpo,PH,12.1791,125.5072,78.48,80,39,7.65,scattered clouds
523,Sola,VU,-13.8833,167.55,80.06,75,99,1.86,overcast clouds
524,Paamiut,GL,61.994,-49.6678,35.8,79,7,10.16,clear sky
525,Kariba,ZW,-16.5167,28.8,70.84,64,1,5.32,clear sky
526,Eten,PE,-6.9081,-79.8642,77.0,61,0,14.97,clear sky
527,Mehamn,NO,71.0357,27.8492,33.8,80,40,29.93,light snow
528,Kuusamo,FI,65.9667,29.1833,35.6,64,20,13.8,few clouds
529,Dunedin,NZ,-45.8742,170.5036,55.99,83,22,1.68,few clouds
530,Tortoli,IT,39.9256,9.6572,60.8,88,75,18.41,broken clouds
531,Dogondoutchi,NE,13.6393,4.0287,93.96,5,52,5.28,broken clouds
532,Isugod,PH,9.3408,118.1196,77.83,84,49,1.92,scattered clouds
533,Kununurra,AU,-15.7667,128.7333,73.4,94,40,3.67,scattered clouds
534,Kashi,CN,39.4547,75.9797,59.0,26,3,6.71,clear sky
535,Chimore,BO,-16.9833,-65.1333,83.34,71,91,2.24,overcast clouds
536,Camingawan,PH,9.9036,122.8417,77.5,84,94,3.4,overcast clouds
537,Frunze,UA,48.6686,38.7544,51.85,78,100,13.87,overcast clouds
538,Chauk,MM,20.8833,94.8167,87.1,52,25,10.54,scattered clouds
539,Pilar,BR,-9.5972,-35.9567,75.2,94,90,13.8,mist
540,Palembang,ID,-2.9167,104.7458,75.99,86,68,1.86,heavy intensity rain
541,Nagato,JP,34.3833,131.2,57.2,88,20,12.66,few clouds
542,Santa Maria,BR,-29.6842,-53.8069,75.2,78,75,8.05,broken clouds
543,Cairns,AU,-16.9167,145.7667,73.4,94,6,3.33,clear sky
544,Boffa,GN,10.1667,-14.0333,82.42,64,65,11.97,broken clouds
545,Jaisalmer,IN,26.9147,70.9181,88.41,8,0,1.1,clear sky
546,Nyurba,RU,63.2842,118.3319,-6.05,99,43,3.2,scattered clouds
547,Nelson Bay,AU,-32.7167,152.15,51.01,62,1,10.36,clear sky
548,Hirara,JP,24.8,125.2833,71.2,77,90,19.19,overcast clouds
549,Brae,GB,60.3964,-1.353,41.0,60,20,14.97,few clouds
550,Reforma,MX,18.1,-91.0167,104.11,22,10,6.73,clear sky
551,Adre,TD,13.4667,22.2,83.8,10,0,11.36,clear sky
552,Tahta,EG,26.7693,31.5021,69.8,23,0,19.57,clear sky
553,Chapais,CA,49.7834,-74.8492,57.2,30,1,9.22,clear sky
554,Mananjary,MG,-21.2167,48.3333,76.23,83,100,3.33,overcast clouds
555,Thurso,GB,58.5927,-3.5259,37.4,81,44,3.44,scattered clouds
556,Struer,DK,56.4912,8.5838,37.0,92,100,12.1,overcast clouds
557,Mareeba,AU,-17.0,145.4333,73.4,94,2,1.16,clear sky
558,Cacoal,BR,-11.4386,-61.4472,84.4,71,98,1.48,overcast clouds
559,Katangli,RU,51.7102,143.2326,30.7,94,91,4.54,overcast clouds
560,Umm Bab,QA,25.2142,50.8072,80.6,50,1,8.05,clear sky
561,Novikovo,RU,51.1537,37.8879,47.64,51,95,11.41,overcast clouds
562,La Ronge,CA,55.1001,-105.2842,30.2,64,100,10.36,overcast clouds
563,Wangaratta,AU,-36.3667,146.3333,41.0,93,35,8.05,scattered clouds
564,Zapolyarnyy,RU,69.4154,30.8136,33.8,75,40,26.46,scattered clouds
565,Goma,CD,-1.6792,29.2228,73.4,64,75,4.61,broken clouds
566,Mayo,US,38.8876,-76.5119,77.0,41,75,4.12,broken clouds
567,Takoradi,GH,4.8845,-1.7554,83.26,76,84,13.49,broken clouds
568,Exmouth,GB,50.6172,-3.4023,45.0,54,75,13.62,broken clouds
569,Juybar,IR,36.6412,52.9124,55.4,88,90,2.3,overcast clouds
570,Azul,AR,-36.777,-59.8585,69.01,61,17,7.0,few clouds
571,Ornskoldsvik,SE,63.2909,18.7153,37.4,60,0,5.75,clear sky
572,Yumen,CN,40.2833,97.2,47.77,26,54,14.29,broken clouds
573,Ajaccio,FR,42.0,8.9167,60.8,82,90,3.44,overcast clouds
574,Eirunepe,BR,-6.6603,-69.8736,92.03,47,36,2.73,scattered clouds
575,Jiazi,CN,22.8779,116.067,68.25,88,29,6.8,scattered clouds
576,Baruun-Urt,MN,46.6806,113.2792,25.05,87,100,15.37,light snow
577,Corinto,GR,37.9407,22.9573,55.0,57,1,4.43,clear sky
578,Grand Gaube,MU,-20.0064,57.6608,78.01,80,86,4.0,light rain
579,Chinandega,NI,12.6294,-87.1311,93.2,49,40,4.61,scattered clouds
580,Taraz,KZ,42.9,71.3667,41.0,81,1,2.24,clear sky
581,Iquitos,PE,-3.7481,-73.2472,87.8,66,75,3.44,broken clouds
582,Penukonda,IN,14.0833,77.5833,80.46,54,6,13.22,clear sky
583,Pyu,MM,18.4833,96.4333,78.76,73,53,6.04,broken clouds
584,Gazanjyk,TM,39.2446,55.5154,74.98,14,64,26.66,broken clouds
585,Yemelyanovo,RU,56.1681,92.6767,41.0,33,0,8.95,clear sky
586,Garowe,SO,8.4054,48.4845,76.46,60,17,18.01,few clouds
587,Komsomolskiy,UZ,40.4272,71.7189,57.2,38,42,9.22,scattered clouds
588,Abu Samrah,SY,35.3029,37.1841,47.48,66,42,9.44,scattered clouds
589,Mtambile,TZ,-5.3833,39.7,80.19,79,63,9.62,broken clouds
590,Samfya,ZM,-11.3649,29.5565,65.16,90,65,7.58,light rain
591,Lamar,US,33.6668,-95.5836,75.99,33,1,9.22,clear sky
592,Shestakovo,RU,56.4915,103.96,20.91,91,92,3.71,overcast clouds
593,Nizhnekamsk,RU,55.6366,51.8245,44.6,100,90,4.47,light rain
594,Simao,CN,22.7886,100.9748,62.67,83,35,2.8,scattered clouds
595,Kushmurun,KZ,52.4503,64.6311,28.85,93,81,3.71,broken clouds
596,North Bend,US,43.4065,-124.2243,53.01,61,1,13.8,clear sky
597,Sringeri,IN,13.4167,75.25,73.4,94,75,4.61,light rain
598,Coquimbo,CL,-29.9533,-71.3436,62.6,72,0,16.11,clear sky
599,Najran,SA,17.4924,44.1277,89.6,14,40,11.5,scattered clouds
600,Olhao,PT,37.0286,-7.8411,66.2,77,20,14.97,few clouds
601,Koslan,RU,63.4564,48.8989,37.04,71,29,14.25,scattered clouds
602,Ketchikan,US,55.3422,-131.6461,37.4,75,90,2.48,overcast clouds
603,Marion,US,39.7684,-86.1555,50.0,93,90,18.41,light rain
604,Sainte-Maxime,FR,43.3,6.6333,55.0,87,90,6.91,overcast clouds
605,Pop,UZ,40.8736,71.1089,60.8,44,40,6.91,scattered clouds
606,Codrington,AU,-38.2667,141.9667,54.9,75,100,11.12,overcast clouds
607,Campbeltown,GB,55.4258,-5.6076,44.01,56,20,11.5,few clouds
608,Kavaratti,IN,10.5669,72.642,83.77,66,9,4.36,clear sky
609,Boyuibe,BO,-20.4167,-63.2833,73.4,83,90,12.97,overcast clouds
610,Tabuk,PH,17.4189,121.4443,70.47,85,68,3.56,broken clouds
611,Coronel Bogado,PY,-27.1833,-56.3,71.6,100,90,9.22,overcast clouds
612,Tarbes,FR,43.25,0.1667,46.4,81,75,8.05,broken clouds
613,Pullman,US,46.7313,-117.1796,45.0,45,1,8.05,clear sky
614,Mumford,GH,5.2618,-0.759,82.27,83,56,14.65,broken clouds
615,Sioux Lookout,CA,50.1001,-91.917,37.4,93,90,5.75,mist
616,Prado,BR,-17.3411,-39.2208,81.7,63,41,7.7,scattered clouds
617,Penha,BR,-26.7694,-48.6458,82.4,74,0,10.36,clear sky
618,Aberdeen,GB,57.1437,-2.0981,41.0,60,40,13.8,scattered clouds
619,Aasiaat,GL,68.7098,-52.8699,28.2,78,100,11.43,overcast clouds
620,Botwood,CA,49.1499,-55.3482,45.0,94,100,7.0,overcast clouds
621,Wanaka,NZ,-44.7,169.15,48.99,98,29,1.01,scattered clouds
622,Gdov,RU,58.7406,27.8122,40.93,83,97,6.89,overcast clouds
623,Manbij,SY,36.5281,37.9549,46.4,71,75,8.75,broken clouds
624,Pokhara,NP,28.2333,83.9833,69.08,9,46,8.7,scattered clouds
625,Mason City,US,43.1536,-93.201,54.0,58,90,20.71,overcast clouds
626,Seymchan,RU,62.8833,152.4333,-25.2,99,55,2.86,broken clouds
627,Isla Vista,US,34.4133,-119.861,62.6,67,1,5.75,clear sky
628,Mogapi,BW,-22.323,27.8349,75.2,53,0,6.29,clear sky
629,Udayagiri,IN,20.1333,84.3833,76.64,51,94,0.67,overcast clouds
630,Nhulunbuy,AU,-12.2333,136.7667,77.0,88,98,5.08,overcast clouds
631,Zell Am See,AT,47.3256,12.7944,60.8,36,20,11.5,few clouds
632,Urengoy,RU,65.9667,78.3667,32.18,98,100,17.83,snow
633,Ayan,RU,56.45,138.1667,11.26,74,94,10.8,overcast clouds
634,Gigmoto,PH,13.7796,124.39,78.22,85,66,6.44,broken clouds
635,Lakhimpur,IN,27.95,80.7667,80.33,8,0,5.61,clear sky
636,Ancud,CL,-41.8697,-73.8203,60.8,100,90,16.11,light intensity drizzle
637,Kingaroy,AU,-26.5333,151.8333,46.4,66,0,8.05,clear sky
638,Nabire,ID,-3.3667,135.4833,75.25,91,43,4.12,scattered clouds
639,Bad Kissingen,DE,50.2,10.0833,46.0,94,96,5.01,light rain
640,Vevcani,MK,41.2406,20.5933,46.53,75,15,4.34,few clouds
641,Boyolangu,ID,-8.1181,111.8935,75.02,91,65,1.23,broken clouds
642,Deep River,CA,46.1001,-77.4995,62.6,51,1,4.61,clear sky
643,Zabid,YE,14.1951,43.3152,82.72,61,0,5.64,clear sky
644,Mossendjo,CG,-2.9506,12.7261,71.82,81,100,1.03,overcast clouds
645,Male,MV,4.1748,73.5089,84.2,84,20,3.44,few clouds
646,Porbandar,IN,21.6422,69.6093,80.44,67,0,11.21,clear sky
647,Taoudenni,ML,22.6783,-3.9836,96.98,10,12,7.67,few clouds
648,Raudeberg,NO,61.9875,5.1352,39.0,79,10,17.05,clear sky
649,Neiafu,TO,-18.65,-173.9833,66.2,100,20,6.6,few clouds
650,Hun,LY,29.1268,15.9477,76.62,12,86,19.26,overcast clouds
651,Bentiu,SS,9.2333,29.8333,92.88,10,91,4.47,overcast clouds
652,Olinda,BR,-8.0089,-34.8553,78.8,73,75,12.66,moderate rain
653,Spearfish,US,44.4908,-103.8594,41.0,48,90,20.71,overcast clouds
654,Okhotsk,RU,59.3833,143.3,18.52,79,100,20.0,light snow
655,Yar-Sale,RU,66.8333,70.8333,32.76,97,100,14.58,overcast clouds
656,Shentala,RU,54.45,51.4833,49.37,89,100,4.97,overcast clouds
657,Zhanakorgan,KZ,43.9098,67.2495,51.44,61,85,12.3,overcast clouds
658,Vanavara,RU,60.34,102.2797,23.9,98,100,1.5,overcast clouds
659,Cravo Norte,CO,6.3017,-70.2041,86.63,53,95,2.66,overcast clouds
660,Les Cayes,HT,18.2,-73.75,79.2,73,69,11.9,broken clouds
661,Itapetinga,BR,-15.2489,-40.2478,87.03,42,54,11.27,broken clouds
662,Eniwa,JP,42.8779,141.5442,35.01,93,0,8.05,clear sky
663,Watsa,CD,3.0372,29.5355,63.23,98,100,3.53,light rain
664,Mahon,ES,39.8885,4.2658,60.8,88,20,8.05,few clouds
665,Walkerburn,GB,55.6236,-3.017,37.99,48,99,3.0,overcast clouds
666,San Vicente,AR,-26.6167,-54.1333,87.42,36,7,6.93,light rain
667,Moree,AU,-29.4667,149.85,41.0,70,0,5.75,clear sky
668,Kefamenanu,ID,-9.4467,124.4781,68.99,91,89,2.3,overcast clouds
669,Acari,PE,-15.4311,-74.6158,80.91,55,87,10.67,overcast clouds
670,Quatre Cocos,MU,-20.2078,57.7625,78.8,89,40,5.75,light rain
671,Juatuba,BR,-19.9519,-44.3428,82.4,39,0,6.91,clear sky
672,Owando,CG,-0.4819,15.8999,73.18,92,98,4.83,overcast clouds
673,Bowen,AU,-20.0167,148.2333,75.2,94,11,3.44,few clouds
674,Anloga,GH,5.7947,0.8973,87.8,70,20,14.97,few clouds
675,Conakry,GN,9.538,-13.6773,89.6,48,77,11.5,haze
676,Ushtobe,KZ,45.2514,77.9838,51.21,30,0,15.88,clear sky
677,Belmonte,BR,-15.8631,-38.8828,82.4,83,75,4.61,broken clouds
678,Moron,AR,-34.6534,-58.6198,68.0,60,40,10.36,scattered clouds
679,Puerto Madryn,AR,-42.7692,-65.0385,71.33,37,18,13.94,few clouds
680,Saint-Paul,RE,-21.0096,55.2707,78.8,65,90,10.36,light rain
681,Tazovskiy,RU,67.4667,78.7,29.57,96,100,17.38,light snow
682,Siocon,PH,7.7061,122.1353,78.69,85,83,5.3,broken clouds
683,Sabha,LY,27.0377,14.4283,82.13,12,61,13.27,broken clouds
684,Katherine,AU,-14.4667,132.2667,73.4,83,84,4.61,broken clouds
685,Marawi,PH,7.9986,124.2928,75.99,89,55,5.99,broken clouds
686,Dakar,SN,14.6937,-17.4441,82.4,47,0,17.27,clear sky
687,Santa Isabel,BR,-23.3156,-46.2214,82.4,36,0,11.5,clear sky
688,Nizwa,OM,22.9333,57.5333,82.18,33,63,3.56,broken clouds
689,Grand-Santi,GF,4.25,-54.3833,81.14,88,92,3.15,overcast clouds
690,Chapleau,CA,47.8405,-83.4034,59.0,63,75,12.66,light rain
691,Tigzirt,DZ,36.8886,4.1198,61.93,87,94,5.44,overcast clouds
692,Tautira,PF,-17.7333,-149.15,82.4,65,75,5.75,broken clouds
693,Bintulu,MY,3.1667,113.0333,77.0,94,20,3.44,few clouds
694,Puerto El Triunfo,SV,13.2833,-88.55,89.6,58,20,9.22,few clouds
695,Orasac,BA,44.6289,16.0711,48.4,82,95,6.46,overcast clouds
696,Kongolo,CD,-5.3833,27.0,70.59,92,77,0.89,broken clouds
697,Loandjili,CG,-4.7561,11.8578,84.2,84,20,10.36,moderate rain
698,Cap Malheureux,MU,-19.9842,57.6142,78.01,80,85,4.0,light rain
699,Sayyan,YE,15.1718,44.3244,60.51,61,57,4.45,broken clouds
700,Wisconsin Rapids,US,44.3836,-89.8174,53.01,87,90,8.05,overcast clouds
701,Storforshei,NO,66.4043,14.5233,34.0,93,75,4.61,broken clouds
702,Kautokeino,NO,69.0125,23.0412,21.18,82,56,6.58,broken clouds
703,Kamina,CD,-8.7386,24.9906,64.49,95,100,2.35,light rain
704,Socorro,US,31.6546,-106.3033,82.0,9,75,18.41,broken clouds
705,Maraba,BR,-5.3686,-49.1178,89.6,62,20,4.61,few clouds
706,Howard Springs,AU,-12.497,131.047,82.4,89,99,5.75,overcast clouds
707,Tynda,RU,55.1667,124.7167,-7.69,97,72,2.64,broken clouds
708,Keuruu,FI,62.2667,24.7,41.0,38,0,3.44,clear sky
709,Det Udom,TH,14.906,105.0784,86.0,62,40,4.61,scattered clouds
710,Nakambala,ZM,-15.8324,27.7799,64.22,67,0,6.93,clear sky
711,Suraabad,AZ,40.8192,49.4687,53.6,76,20,4.61,few clouds
712,Jiangmen,CN,22.5833,113.0833,75.0,85,5,1.99,clear sky
713,Alugan,PH,12.2188,125.4808,77.9,81,39,7.11,scattered clouds
714,Yangambi,CD,0.8102,24.4336,70.61,89,99,2.82,overcast clouds
715,Barra Do Garcas,BR,-15.89,-52.2567,91.4,43,20,2.3,few clouds
